timestamp,username,text,url_pencarian
2017-12-30T23:02:56.000Z,@Mohroml95025017,Bisa cuman berkoar koar fahri hamsah anda sebagai dewan perwakilan rakyat ( DPR ) RUU ZINA & LGBT tdk kunjung selesai sampai detik ini apa aja yg di kerjain anda.anda seorang muslim sekaligus wakil pemimpin sangat lah berdosa menurut agama,https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2017-01-01%20until%3A2017-12-31&src=typed_query&f=live
2017-12-30T18:31:05.000Z,@edunewsid,"Refleksi Akhir Tahun, DPR Kurang Mendengar Aspirasi Rakyat: JAKARTA, EDUNEWS.ID – Ketua Majelis Permusyawaratan Rakyat (MPR) Zulkifli Hasan mengatakan publik merasa tidak percaya lagi terhadap Dewan Perwakilan Rakyat (DPR) dan partai politik selama… http://dlvr.it/Q8Dv01",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2017-01-01%20until%3A2017-12-31&src=typed_query&f=live
2017-12-30T16:54:15.000Z,@erna_st,Anggota DPR Bambang Haryo menilai kebijakan pemerintah mnghapus subsidi benih padi tdk berpihak kpd petani. Kebijakan pnghapusan subsidi benih padi berlaku mulai 2018. Harga benih padi yg selama ini Rp 2.500 akan mnjadi Rp 11.000 per kg. http://rmol.co/amp/2017/12/30/320343/Kebijakan-Mencabut-Subsidi-Benih-Padi-Tak-Berpihak-Ke-Petani-?__twitter_impression=true…,https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2017-01-01%20until%3A2017-12-31&src=typed_query&f=live
2017-12-30T16:25:36.000Z,@paulussoumete2,"Selama thn 2017 berapa RUU yg DPR sdh tempelan menjadi UU. Kalo kerja pemerintah sdh banyak itu, coba tengok ujung timur ke ujung barat. Ini kerja pemerintah yang terbaik selama RI merdeka.",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2017-01-01%20until%3A2017-12-31&src=typed_query&f=live
2017-12-30T13:41:39.000Z,@hamidari2,pembahasan rancangan undang-undang pemilihan umum yang tengah berlangsung di DPR RI.,https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2017-01-01%20until%3A2017-12-31&src=typed_query&f=live
2017-12-30T10:15:50.000Z,@historia_id,"Tidak menyalakan lampu motor di siang hari bisa ditilang polisi. Ternyata, awal mula kebijakan ini diusulkan ditolak anggota DPR. Mereka menuding peraturan ini dipengaruhi produsen aki. https://goo.gl/3Dq27z",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2017-01-01%20until%3A2017-12-31&src=typed_query&f=live
2017-12-30T07:36:19.000Z,@ariflukman2268,Padahal subsidi banyak dikurangi + pengampunan pajak. Ternyata kebijakan itu tak banyak menolong.,https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2017-01-01%20until%3A2017-12-31&src=typed_query&f=live
2017-12-30T05:30:23.000Z,@MuhTaufikRahmat,"Bpk/Ibu anggota @DPR_RI dan @DPDRI asal Dapil Sumatera Barat, mohon kiranya ketika masa reses benar2 turun ke... https://fb.me/3jOH498Da",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2017-01-01%20until%3A2017-12-31&src=typed_query&f=live
2017-12-30T05:30:18.000Z,@MuhTaufikRahmat,"Bpk/Ibu anggota @DPR_RI dan @DPDRI asal Dapil Sumatera Barat, mohon kiranya ketika masa reses benar2 turun ke Dapil, jika perlu sampai ke Nagari-nagari/Desa-desa utk jemput aspirasi, seperti proposal Jalan Uasah Tani berikut",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2017-01-01%20until%3A2017-12-31&src=typed_query&f=live
2017-12-30T03:48:32.000Z,@rusidi,Reses dulu kang kemana Kek biar byar pikirannya... ngamar mulu sih...,https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2017-01-01%20until%3A2017-12-31&src=typed_query&f=live
