timestamp,username,text,url_pencarian
2022-12-25T09:30:21.000Z,@FPKSDPRRI,"Dalam kegiatan reses, Anggota DPR RI F-PKS, Adang Daradjatun, berbincang dengan warga yang ingin mendaftar sebagai anggota Partai Keadilan Sejahtera. Alhamdulillah, banyak yang berminat gabung PKS || @adangdaradjatun #fraksipksdprri",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2022-01-01%20until%3A2022-12-31&src=typed_query&f=top
2022-12-28T01:32:35.000Z,@FPKSDPRRI,"Anggota DPR RI F-PKS, Ahmad Syaikhu, mengawali masa reses sebagai anggota komisi I DPR RI dengan melakukan kunjungan ke Kabupaten Karawang, pada Kamis (22/12/2022).",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2022-01-01%20until%3A2022-12-31&src=typed_query&f=top
2022-12-24T08:47:53.000Z,@ojkindonesia,"Kepercayaan Investor terhadap Pasar Modal Indonesia Masih Terus Terjaga. Sobat OJK, Kepala Eksekutif Pasar Modal OJK Inarno Djajadi menghadiri Kunjungan Kerja Reses tujuh Anggota Komisi XI DPR RI di Maluku.",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2022-01-01%20until%3A2022-12-31&src=typed_query&f=top
2022-12-24T07:15:11.000Z,@ojkindonesia,"Sinergi OJK dan DPR Dorong Pertumbuhan Ekonomi Daerah. Sobat OJK, Kepala Eksekutif Pengawas IKNB OJK Ogi Prastomiyono paparkan peran dan fungsi OJK sebagai regulator dan pengawas Lembaga Jasa Keuangan pada Kunjungan Kerja Reses sembilan Anggota Komisi XI DPR RI di Maluku Utara.",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2022-01-01%20until%3A2022-12-31&src=typed_query&f=top
2022-12-29T07:29:06.000Z,@poldasulut_,"Dengan disahkannya Rancangan Undang-undang Daerah Otonomi Baru (DOB) di Papua, akan semakin meningkatkan kesejahteraan masyarakat di Bumi Cenderawasih, & meningkatkan sistem demokrasi kita serta membawa Indonesia semakin maju. Sumber: Dewan Perwakilan Rakyat RI #humaspoldasulut",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2022-01-01%20until%3A2022-12-31&src=typed_query&f=top
2022-12-26T06:50:18.000Z,@detikcom,"Bayangkan, anggota DPR diganti robot agar bisa menghasilkan aturan sesuai aspirasi rakyat. Masyarakat Eropa dan China sudah mulai tertarik dengan ide gila ini. Kalian setuju atau tidak, detikers?",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2022-01-01%20until%3A2022-12-31&src=typed_query&f=top
2022-12-26T11:49:06.000Z,@Gerindra,"Anggota DPR RI Fraksi Gerindra, Bambang Kristiono (HBK), melaksanakan reses di Kabupaten Lombok Timur. Dalam reses tersebut, HBK menyalurkan air bersih di wilayah Dusun Padak Luar, Desa Pijot Induk, Kecamatan Keruak.",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2022-01-01%20until%3A2022-12-31&src=typed_query&f=top
2022-12-21T12:38:38.000Z,@jalaprt,"Kami, Pekerja Rumah Tangga di Indonesia, menuntut pengesahan RUU Perlindunga Pekerja Rumah Tangga. Buktikan jika pemerintah dan wakil rakyat memang peduli dengan nasib rakyat kecil. #SahkanRUUPPRT #hariibu #Perempuan #Aksi #pekerjarumahtangga",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2022-01-01%20until%3A2022-12-31&src=typed_query&f=top
2022-12-23T11:01:10.000Z,@PDI_Perjuangan,"Anggota DPR RI, Komang Koheri melaksanakan reses menyerap aspirasi masyarakat dengan menyalurkan bantuan 2 RKB (ruang kelas baru) dari Kementerian Agama RI sebesar 300 Juta di Pondok Pesantren Hidayatul Ulum,",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2022-01-01%20until%3A2022-12-31&src=typed_query&f=top
2022-12-24T15:20:26.000Z,@PDI_Perjuangan,"Menurut anggota DPR RI, Marsiaman Saragih pemberian insentif bagi dunia industri sejalan dengan penerapan larangan ekspor sangat baik. Akan tetapi, sebelum menjadi kebijakan perlu disosialisasikan ke masyarakat terlebih dahulu.",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2022-01-01%20until%3A2022-12-31&src=typed_query&f=top
2022-12-23T15:13:19.000Z,@PDemokrat,"Anggota Komisi VII DPR RI Fraksi Partai Demokrat DPR RI Sartono Hutomo merespon kebijakan Pemerintah yang mewajibkan pembeli LPG 3 kg gunakan KTP. Sartono mendesak pemerintah, agar kebijakan tersebut dipertimbangkan karena berpotensi mematikan UMKM. #DemokratPeduliUMKM",https://x.com/search?q=(%22DPR%20RI%22%20OR%20%22Dewan%20Perwakilan%20Rakyat%22%20OR%20%22anggota%20DPR%22%20OR%20%22wakil%20rakyat%22%20OR%20%22Komisi%20DPR%22%20OR%20%22Gedung%20DPR%22)%20(%22RUU%22%20OR%20%22undang-undang%22%20OR%20%22kebijakan%22%20OR%20%22pengesahan%22%20OR%20%22reses%22%20OR%20%22rapat%20paripurna%22%20OR%20%22aspirasi%20rakyat%22)%20since%3A2022-01-01%20until%3A2022-12-31&src=typed_query&f=top
